review_text,date,rating
changed my mind its nice now i gt to play psp games now,November 16 2016,5
Rate it 5 stars This is for devs :),November 16 2016,5
Good Good app,November 16 2016,5
Boooooooooooòooooooooooooooool Boooooooooooooooooooooooooooooo,November 16 2016,5
Ooh yeag Sab tv,November 16 2016,5
Mast h Bose. Bhai download,November 16 2016,5
Some issues Playing alone is nice but connecting with friend is very difficult playing multiplayer games is hell,November 16 2016,4
Tarfa Ek no,November 16 2016,5
Brilliant but.. Such am a big fan of this but when I play God of War ghost of sparta.it crashed and very very slow motion fact.and sound quality is not clear in my phone.Please Please please fix this problem. Thank You....,November 15 2016,4
God of war God of war,November 15 2016,5
Man of ppsspp Yo,November 15 2016,5
:D Some lag,November 15 2016,4
It's not starting I m not getting any website from where I can download the games of it,November 15 2016,1
Not working on my device After i downloaded Wwe 2k10 it always closing every time i play the wwe 2k10  please fix it.,November 15 2016,1
Cant download I just see downloading..nthng else..samsung galaxy j2,November 15 2016,1
Amazing I love the game everything good nothing is bothering,November 15 2016,5
Useless I cant download any game this app waste my time,November 15 2016,1
Pssp Love it,November 15 2016,1
Pls fix bugs Most of games are force fully stop and ppsspp fortunately closed .... pls fix this bugs... and pls make it like old version,November 15 2016,3
BEST PSP i love it i can play nzp,November 15 2016,5
I like it Its funny...its like having your phone be a PS at the same time,November 15 2016,4
Good,November 15 2016,5
Ppsspe It's good,November 15 2016,5
Good experience,November 15 2016,5
Awesome emulator,November 15 2016,5
Great Good,November 15 2016,5
I want to play god of war If developer replies plz tell me that I can play god of war or other games also. Because its not like this app contains all games.,November 15 2016,4
Euuuuuuuu Euuuuuuuu,November 15 2016,5
It is not good,November 15 2016,5
Super then ps2 I downloaded tekken 6 and it does not ork like that I tired of downloading than at last i downloaded prince of Persia it works but it loading always but thank you it work meatly,November 15 2016,5
Best psp emulator Played with galaxy note 2. Stable and good,November 15 2016,5
Not able to play god of war ghosts of sparta on it. When I click on the game it just shows a black screen Unable to play on it  got the iso file but when I click on the game the screen turns black please help works on other games but not god of war,November 15 2016,1
It is very good.. I realy liked it&&&****///,November 15 2016,1
Loved it Beacause i can download any game,November 15 2016,5
Its a good Best emulater,November 15 2016,5
Cool,November 15 2016,5
Very nice For playing game.,November 15 2016,1
I love u,November 15 2016,5
how do we download games in this??,November 15 2016,5
The Best App!!😆😊 This is the best App Ive ever seen in my Life.The graphics are good All games you can download.Great!!,November 15 2016,5
Very good So good,November 15 2016,5
End App,November 15 2016,5
Love it Great,November 15 2016,5
It has given for us psp games and it has best ever,November 15 2016,5
Edi wow Wow,November 15 2016,5
I know how yey Love it!!!,November 15 2016,5
Bhaukaaaali!!!,November 15 2016,5
keren love it,November 15 2016,5
Loved it My PSP is broken and when I discovered this I was happy cause I can finally play patapon 3,November 15 2016,5
This is the bbeesstt ppsspp games I loved it very much,November 15 2016,5
Fun all day  good software,November 15 2016,4
My dissidia duodecim doesn't work The cube.elf does work but my dissidia crashed when Its loading for my first time I play it,November 15 2016,1
I like it,November 15 2016,5
Useful ape,November 15 2016,5
Very useful 🎇🎇 It is very usefull can play 2k 16 also in it,November 15 2016,5
Nice I like it.,November 14 2016,5
Good game Very good game,November 14 2016,5
Awesome! its total PlayStation.,November 14 2016,4
Good graphic Easy useful,November 14 2016,5
Game But how to download games in ppsspp,November 14 2016,5
i just play wwe 2k 14 and it was crash in games.... and ppsspp better them ppsspp gold,November 14 2016,3
Nice,November 14 2016,5
Best of best Nice,November 14 2016,5
Not working Plz fix when I click on the games it just come right out to the home screen,November 14 2016,3
The Best PSP Emulator ! Indeed Very Useful  Great User Interface  Customizable Settings  The Game run Smoothly  Save & Load System  Almost All PSP Games Work  Working well in Single or Multiplayer. Its Probably the Best PSP Emulator out there. I'm looking forward for the next Update & Improvement. :D,November 14 2016,5
Why?.... I can't open ppsspp and play dragon Ball z it keeps saying ppsspp has stopped,November 14 2016,1
Became an adict to Project Diva. It does what it says. Needs some optimization on a few games  but once you tweak a few settings here and there almost every game should run fine. One thing that I would love would be to be able move the memorycard to the sd and read all the dlc and stuff from there instead of wasting some valuable space on the little internal memory I have on my phone.,November 14 2016,5
Best emulator If u want an emulator for psp games then this is the one u should definitely download fact,November 14 2016,5
Love it Works great I have no problems using this,November 14 2016,5
Best ever. Runs pretty smoothly with little to no problems. Has a great user friendly interface. Overall awesome.,November 14 2016,5
Blessed Better games,November 14 2016,5
RUBBISH I downloaded nfs shift on it  and the game LAGS. Fix it for 5 stars.,November 14 2016,1
Nice Actually it was good but buffering a bit on my device. try it  not bad at all,November 14 2016,4
Really cute i love it!!!,November 14 2016,4
This is realy awesome.,November 14 2016,5
Best game,November 14 2016,5
how to download..a games like dragon ball z shin bodukai 2,November 14 2016,3
ppsspp is booring cant play pls help me,November 14 2016,1
Superb I loved this game,November 14 2016,5
Hate. It i. Download it Two. Times but. Not. Download. it. is. The. Bor.....bor.....bor. Game. in. The. world. Hate. it,November 14 2016,1
Love this This can be more improved but good,November 14 2016,5
How download big ppsspp games I don't know,November 14 2016,5
I loved it .It works,November 14 2016,5
I love all the games in it they are so fantastic especially tekken and dragon ball z,November 14 2016,5
Smooth on the go This is the first and the best  using this app makes it easier to access many game files. Go 4 it,November 14 2016,5
What link to get a game here,November 14 2016,5
I love it,November 14 2016,4
Where is the S7 Edge support?? Still waiting for the S7 Edge support. Please  hurry. 💔,November 14 2016,3
ppsspp Good emulator,November 14 2016,5
Love IT Best psp emulator app,November 14 2016,5
It's use full It's good app. Any game download in ppsspp,November 14 2016,5
How to download the file of any game what i should be use to download??,November 14 2016,4
worest it is not working the l and r buttons are not working but the remaing part is nice we can play all psp games but some sucks,November 14 2016,3
Ppsspp Awesome,November 14 2016,5
Love it No games,November 14 2016,5
Very good I love ps2 games and this aap is good for the games but we can not know from where we download games,November 14 2016,5
Dz ItZ nice but still...it has some problem.....so I prefer u 2 download gold ppsspp,November 14 2016,4
Its amazing,November 14 2016,5
Bekar few updates,November 14 2016,4
Please Tell me from where i can get games,November 13 2016,5
How it will work,November 13 2016,1
New world of games Got bored of play store games?????  then try this and enjoy play station games in your android d download ppsspp gold from Aptoide app,November 13 2016,5
Best emulator 😎😎😎😎😎😎😎😎😎😎,November 13 2016,5
Itsamazing!!!!!!! This one of the greatest emulator,November 13 2016,5
Good It is having good features,November 13 2016,5
good good,November 13 2016,5
Very laggy Why all games struck??? ASUS ZenFone 2 laser,November 13 2016,1
SM J2 I loved this app,November 13 2016,5
Awesome,November 13 2016,5
If you want to have trouble... It says that u need to download from your pc games  i mean whats the point why dont you just buy a psp and the games it only costs about 150€ whith 5 extra games,November 13 2016,3
Amazing Its OK the PSP and this app reminds me of the good old days when PlayStation made there first hand hold system,November 13 2016,4
sucks wont load any game. i tried unraring but nothing worked,November 13 2016,1
The games on this emulator lags not lags very very much lags,November 13 2016,2
DOPE,November 13 2016,5
Slow New update make it slow... too bad  zenphone 6,November 13 2016,2
Cj Dis game rocks!!!! (^o^)..,November 13 2016,5
The best Thanks to the Creator I can play PSP games,November 13 2016,5
Dude wtf is this Not good app,November 13 2016,1
I can't open this file. What can I do to open?,November 13 2016,1
It's awesome but... It's great. It makes us feel we are playing on a PSP but the thing is  when I have a faster phone compared to a slower phone. That is a new phone versus old phone  the game in the old phone is too slow and the game in the new phone is too fast. Please fix that. But that won't stop me from rating this app 5 star. Whatever you did is a great job. Thanks a lot.,November 13 2016,5
Great Cool but slow on heavy games,November 13 2016,4
wizz Good,November 13 2016,5
Hard to use This is hard to use and you have to download Link's,November 13 2016,1
Esmuibacano tiene mu chos juego Leslie ***** 5,November 13 2016,5
Good app It is a good app forever,November 13 2016,5
Love it Beyond words,November 13 2016,5
I love this game thank,November 13 2016,5
It's nice,November 13 2016,5
It's awesome but crashed so many times Please help me in playing dragon ball z shin budokai another road when I want to battle it crashes pls help me,November 13 2016,2
YOU GODDAMN LEGEND THANK YOUUUUUUUUUUUUUUUU,November 13 2016,5
Does not work Ghatiya emulator koi bhi download mat karna,November 13 2016,1
Jani6 Payal,November 13 2016,5
Good Dint tryed,November 13 2016,4
its soo good i can play god of war in this emulator thanks for lots,November 13 2016,5
Fifa With what i have seen and played this app is whoooooooooooh.,November 13 2016,5
Best of best This is awesome l am spehles,November 13 2016,5
Lol Badiya,November 13 2016,5
Hated,November 13 2016,1
Loved,November 13 2016,5
Any body want wwe 2k I loved it,November 13 2016,5
Oww Perfect app,November 13 2016,5
Marvellous It is s marvellous app for app for game lovers and works quite nicely,November 13 2016,5
"Love this Emulator I play Naruto Ultimate ninja storm Impact on my phone on the go and no buffering! Remember to put """"""""""""""""""""""""""""""""NO BUFFERING"""""""""""""""""""""""""""""""" on the settings""""",November 13 2016,5
Nice,November 13 2016,5
it's awesome best game playing app,November 13 2016,5
awesomr 😉😉,November 13 2016,5
mr. professional on.....,November 13 2016,1
Awesome The app is totally cool but u have to improve the lagging.it keeps on lagging in my device lyf flame 2 but overall it is a nice app!!,November 13 2016,5
Veryyyyyyyyy gooooood,November 13 2016,5
Best Best,November 13 2016,5
Sir ye unfortunately stopped working. Bata rha hai. To kya karr,November 13 2016,5
i like it but wantmorespeed,November 13 2016,5
Very good Works succesfull,November 13 2016,5
Am so in love with this app,November 13 2016,5
From where to download games I dont know where to download games so what sgould i do with this app,November 13 2016,1
I loved it It was an amazing,November 13 2016,5
Very good graphics. Omg very good graphics.,November 13 2016,5
Amazing We can play any of the psp game on that emulator.This app is perfect for psp lower.,November 13 2016,5
Amaan Amaaan,November 12 2016,5
Awesome This app is great,November 12 2016,5
Cool it has gta 5 and the cheat codes Amazing,November 12 2016,5
Because I'm gonna play anything,November 12 2016,5
Good I love u devs,November 12 2016,5
Very good This emulated is so good graphic and smooth,November 12 2016,4
Best emulator It is best emulator for android you can play java games on ppsspp emulator,November 12 2016,5
I like it Becuse this app good,November 12 2016,4
Is the emulator,November 12 2016,5
Not fully works God of war ghost of sparta has many glitches lags badly in buffered rendering and turns black when turned to non buffered.,November 12 2016,4
Wooo,November 12 2016,5
It is slow,November 12 2016,2
Goooooooooooood I like it because this is so smooth,November 12 2016,5
Awesome I loved it it's very interesting PSP emulator please install it.It is awwesome,November 12 2016,5
Cool Best PSP emulator,November 12 2016,5
Fauzan Good,November 12 2016,5
LOVED IT OK,November 12 2016,5
This is cool because I am gaming grand theft auto,November 12 2016,5
Best emulator Love it,November 12 2016,5
REALLY?! It kept crashing every single time my in-game character levels up. Don't tell me that isn't very much disappointing.,November 12 2016,1
Best PSP emulator in Mobile and PC It is so good yet it is free. Thank you very much for this app.,November 12 2016,5
Nice one,November 12 2016,5
Good,November 12 2016,5
Good use We can play something which we cannot play in other,November 12 2016,5
Good one Good app,November 12 2016,5
Coba Coba dulu nanti ditambah,November 12 2016,2
Nasir Yahaiya,November 12 2016,3
It's so slow......,November 12 2016,3
Very bad Nothing goes right,November 12 2016,1
Best emulator in the world It emulates games very easily and easy to use,November 12 2016,5
Reliably the best ps2 emulator Best emulator I've used no viruses nor any stupid fees,November 12 2016,5
Games I don't know how to get any games on it,November 12 2016,1
I hate it No reset of settings,November 12 2016,1
For networking its IP don't change,November 12 2016,4
From where i can get the games,November 12 2016,4
love it i love it it work but need to fix some grphics and sound effect. I hope it would be fix in next update and it hangs alot,November 12 2016,5
Love it!,November 12 2016,5
Horrible just horrible nice,November 12 2016,5
Best emulator I love this it may lag at times but u don't have to pay for anything,November 12 2016,5
Oye chakde phatte,November 12 2016,5
I love it Nnn,November 12 2016,5
Superior One n only,November 12 2016,5
Perfect app I love it,November 12 2016,5
O melhor !!!! Alguns jogos não pegam mas o emulador é excelente,November 12 2016,5
Best Very nice,November 12 2016,5
Best game ever It pretty good i love it,November 12 2016,5
Nice,November 12 2016,5
Its ok Works for a lot of games,November 12 2016,3
Kunal,November 12 2016,5
I need this I want to play with this app but Samsung s7 Is not supported,November 12 2016,3
Love it It's not their fault u updated your phone. GREAT STUFF. 1 QUE ! CAN YOU DOWNLOAD GTA 5 APK,November 12 2016,5
Ok Ok,November 12 2016,5
Wonderful Hi all this is the app which I use anytime,November 12 2016,5
Psp games on android Wowwwwww,November 12 2016,5
I love,November 12 2016,5
Really I wanna give 5 star but sound problems in my samsung tab2,November 12 2016,4
What the heck? Every time I play a game it crashes worst psp emulator ever,November 12 2016,1
Godlike,November 12 2016,5
Xxxxxxxxxxx Sex xxxxxxx,November 12 2016,5
But I like the game because i play this in my old device  but when i install this in my new device the all back ground is black why?   please fix this bug and ill rate 5 star,November 12 2016,2
Pls update it! Update it that it won't be slow on tekken games pls,November 12 2016,1
Gohogigj Off CBGB buff luff,November 12 2016,5
Best and free It is a great app for games,November 12 2016,4
Gog,November 12 2016,5
It's not run on full screen in my android one device.,November 12 2016,3
Love Ganda naman,November 12 2016,5
Adarsh,November 12 2016,5
King of emulator,November 12 2016,5
Batter emulater Good but do batter,November 12 2016,4
Rooi for life Thabang@Rooi,November 12 2016,1
Glitches At my first time to play  it was fine. Until it was glitching. When I open the app  the floating icons at the beginning is surrounded with black. I can't even see anything when I will play. So please help me fix this glitch and I will rate it 5 stars.,November 12 2016,1
And i like that... Using controller its awesome but how can we play multiplayer in games like tekken 6 and can this do android and pc multiplayer?,November 11 2016,5
worst app in the universe even in alien planets guys if playing in android its the worst way to play don't try that it's just waste of time.,November 11 2016,1
Ppsssp Nice,November 11 2016,5
Good Good,November 11 2016,5
I LOVE IT SERIOUSLY I can do whatever I want here,November 11 2016,5
Help please How can i download games??? anybody????,November 11 2016,5
Great but slow,November 11 2016,4
Saikumar Dsyytshn,November 11 2016,5
It's good It's cool but please make it faster for my Samsung s6 it lags a lot and when I turn off debuging to make my game faster it turns black,November 11 2016,3
Super Its a super game countroller,November 11 2016,5
How I to use this,November 11 2016,1
xbxbxb JIA.3,November 11 2016,5
Excellent Amazing Amazing Amazing experience of psp games,November 11 2016,5
Djoffy Beautiful,November 11 2016,5
app tai,November 11 2016,1
Love It Best Emulator so far,November 11 2016,5
Very nice Darsh,November 11 2016,5
Hehe Gpo,November 11 2016,5
A-M-A-Z-I-N-G-!!!!! And for people who dont know how to intsall games  you must have a computer  usb cord and the ISO file.,November 11 2016,5
I won't to download Game in this app I understand,November 11 2016,3
Nice,November 11 2016,4
Best Emulator ever It supports all major games on my nvidia tegra note...i appreciate your work...i know you work very hard for this...thank you... God bless you...love from heart...,November 11 2016,5
I cant play anything When I downloaded the cube elf It acted like I never downloaded it,November 11 2016,1
Loved It Efficient. I CAN ALSO PLAY DBZ SHIN BUDOKAI 2 ANOTHER ROAD ON MY ANDROID DEVICE!!!👏👏👏✌✌✌👌👌👌👍👍👍👍,November 11 2016,5
Nailed it Try it,November 11 2016,5
Nice game,November 11 2016,5
Best thing ever,November 11 2016,5
owsm nic,November 11 2016,5
Exellent but not the best If the emulated game didn't bring the khar-khar noise I reccomd it the best,November 11 2016,5
Nevulak This game nevulakkss,November 11 2016,3
It is very good Ad,November 11 2016,4
Ok,November 11 2016,5
This ppsspp is the best thing they have ever made Ppl you should try this,November 11 2016,5
Nice very good app Lovely,November 11 2016,1
Back Back,November 11 2016,1
Nice emulator...😊😊😊😊 Will u please fix the choopy sound it is the big problem during playing... please fix it....,November 11 2016,5
Good But their is problem in this emulator I cannot play game more than 600mb,November 11 2016,2
One question Is bragin ball Z included?,November 11 2016,5
Super hit Very good,November 11 2016,5
HATE THIS THING I downloaded a game called sword art online uhm... and it didn't work it said file cannot be found plss help I will rate 5stars of you help me,November 11 2016,1
cool,November 11 2016,4
Cool I luv it cuz it's like a PSP in a phone wow thanks becuz its free I luv it,November 11 2016,5
Loved it We can play video games,November 11 2016,5
Love it Nooo,November 11 2016,5
Bakbas,November 11 2016,2
Should creat some 3ds emullator pls,November 11 2016,5
How u download games?,November 11 2016,4
Exelent Usefull to children and gaming people,November 11 2016,5
I love it Good,November 11 2016,5
Plzzz Fixed My phone name iz Xolo one and Now I m not play any game bevoz of Black screen Plzzzzz fixed this My phone iz lollipop don't know why but lollipop and Marsmellow phone show black screen plzzzz fixeddd it Fast,November 11 2016,2
I am not using this app because my son Krishna uses it This is a lot different from others,November 11 2016,5
I need to download I need to download tekken but i dont know how pls need help,November 11 2016,5
Dont know how to get games Please help me i dont know how to get games,November 10 2016,2
Best emulator Nice work. This emulator works smoothly! One more request  can you pls make a ps2 emulator,November 10 2016,5
I love it,November 10 2016,5
Nice but help me I always play using this...but somehow when i download psp game from emuparadise  it cant be played. Because it in rar. I extract it and i still cant play the game. Need help...ASAP. I by putting rar before and it can be played.Help.,November 10 2016,5
Super Super,November 10 2016,2
Good Very Good,November 10 2016,5
It LAGS and its sound SUCKS!! More lag......than a normal psp(but it makes me save my money to download this app).And its sound(most are musics of the games)SUCKS!!!Fix the problems and I give u five stars.,November 10 2016,5
The games for this app are so nice Ye,November 10 2016,5
GREAT EMULATOR This emulator is GREAT!! But this emulator needs improvement to networking to play multiplayer Like MHFU.....If this emulator can play multiplayer plss tell me how :),November 10 2016,5
Bagudddd Yayaya,November 10 2016,2
kozin kozin,November 10 2016,5
useful This app is making me very happy!,November 10 2016,5
Great The best app for PS games,November 10 2016,5
# World Best System No.1 System In The World,November 10 2016,5
Perfect,November 10 2016,5
Best of the best it work in my device. great app,November 10 2016,5
Psp Thanks u for this,November 10 2016,5
many games iam is willing to play,November 10 2016,5
Love it,November 10 2016,5
Wee It's not leting,November 10 2016,1
Problem with some game I do love it but some games like warriors is stuck at the rockstar logo and brooktown high is not working.,November 10 2016,2
Suk Good app,November 10 2016,5
Not working Nothing display,November 10 2016,1
It's OK But gold is better,November 10 2016,3
Bestest Ayush,November 10 2016,5
Dragon ball Can I play dbz budokai 3 on this app?,November 10 2016,3
Rajiv I like it!,November 10 2016,5
Good app,November 10 2016,5
Best emulator ever I seen in my life Tekken 6 works very well even sound is perfect like original PSP first ensure few points to take advantage of full speed must have 2gb ram quad core CPU 1.2 GHz clock speed shader model 3.0 x64 API adreno306 or more GPU and Henrik rydgard you are god of emulators programmer,November 10 2016,5
Okkk,November 10 2016,5
Best ppsspp emulator It very useful and the controls are really good,November 10 2016,5
Love It,November 10 2016,1
Very good app,November 10 2016,4
Badapp Hated it man no executable disk0,November 10 2016,1
Best app Best app for playing psp games But pls fix the God of war game is not running in full speed please fix it,November 10 2016,5
Please Help!!! What do i do the gameplay is smooth but the sound on my phone comes all cracked up....,November 10 2016,3
Where do you get games for free. Help! Where do you get emulated games in the internet. What site? Thanks guys,November 10 2016,5
Awesome App,November 10 2016,5
Best app for PSP games Mast h bhai,November 10 2016,5
Best than PPSSPP gold Supportable app,November 10 2016,5
Once i played god of war ghost of sparta on it . It was so smooth. But now on the same settings it lags a lot,November 10 2016,1
bre nice,November 10 2016,5
Slow and hanging,November 10 2016,1
Aakash,November 10 2016,5
Not satisfactory There are still voice lags. Please give a update to remove all the voice lags,November 10 2016,3
BOO I dont Know how this work,November 10 2016,3
this is great,November 09 2016,5
Download Roms from emuparadise or coolrom.extract zip or rar and paste in any folder of ur device.enjoy,November 09 2016,5
The best emu-psp Pretty good. more power and keep updating the systems..,November 09 2016,5
I really love it but... Can't play monster hunter 3rd portable English crack 😞,November 09 2016,4
MST hay MST hy bhia log,November 09 2016,5
VK nice and brilliant game in world,November 09 2016,5
Good emulator Best games I have LBP like a lot of games :),November 09 2016,5
Great Best psp emulator,November 09 2016,5
I can't play It tells me I have to decompress the file and idk how to I would give it more stars if I can get help,November 09 2016,2
SUCKS ASS No matter how many times I follow the tutorials I cant play the game.You should make it easier to download and play your games.😠😠😠😠,November 09 2016,1
My save state wont load I was playing fine earlier today and the i saved stated because i had to go and when i got back on it says failed to load save state will put up to a 5 star if someone helps because i dont want to restart from my last save in persona 3,November 09 2016,2
Perfectly It's work perfectly and is always the best.,November 09 2016,5
I love it So nice,November 09 2016,5
Why is spiderman 3 lagging so much? And the sound is very choppy in some games. The energy bar isn't showing in spiderman 2,November 09 2016,4
Noor Great game,November 09 2016,5
Game? How to get games on this app,November 09 2016,1
Hate It.... I Played TMGS 3rd Season Then I Was Really Enjoying The Game But When I Played Again The ROM Is Unavailable To Be Played Why???,November 09 2016,5
Very nice App,November 09 2016,5
I like this app for dbz sb a Only dragon ball z shin bodukai another road support my drive other games is slow working,November 09 2016,3
Lower app App is lower low speed,November 09 2016,5
The most wonderful app for us gamer!!! Really awesome..,November 09 2016,5
Best PSP emu in existance,November 09 2016,5
Psp Cool stil sucks,November 09 2016,5
Best psp emulator This update solve my all problem now i easily be able to save state. Tekken 6 now open in phone awesome update but please made emulator for vita as well,November 09 2016,5
