review_text,date,rating
Doesn't respond at all Waste of storage and data it doesn't respond at all,December 23 2016,2
Try No comment yet,December 23 2016,3
Hi V,December 23 2016,2
Google Talk Back Disable this piece of crap and get it off my phone. Does your support not actually read reviews. Where is the how to disable this app option to get this off my phone ?,December 23 2016,1
One more bloatware from Google.,December 23 2016,1
It's broken  let me delete it! Latest version of the app stops my volume buttons from working and I can't even delete the app!,December 23 2016,1
Why... Useless for most people. Even few hours it pops up and slows down my phone demanding I set up the switch access. Fix it please! Also  if you could stop pumping out this compulsory bloatware it would be much appreciated,December 23 2016,1
Good Good,December 23 2016,4
BLACK KNIGHT Haven't used it yet?,December 23 2016,5
khube,December 23 2016,5
Still Breaks volume control Volume controls stopped working on my Google pixel when I updated this app really annoying as Google support doesn't even understand the issue!,December 23 2016,1
Love It,December 23 2016,5
good yhdcn,December 23 2016,2
Dfg,December 23 2016,3
Google talkback Useful but troublesome. It should have voice selection support.,December 23 2016,2
Broke My Volume Buttons I'm on the Nexus 6P running Android 7.1.1. After Talkback was automatically installed  my volume buttons no longer worked. Screenshots worked fine (using the volume down button) and the volume changes when the screen is completely off but when the screen is on nothing happened. Not even the volume menu appeared when the buttons were pressed. The issue was fixed immediately upon uninstalling Talkback without any reboots or other updates.,December 23 2016,1
Breaks things.,December 23 2016,1
Just ok I doesn't like this app. But I also can't delete this.,December 23 2016,2
Set up keeps popping up Need I say any more. It's a real pain. So much so I disabled it.,December 27 2016,1
Cool,December 27 2016,5
Loved it,December 27 2016,5
It won't turn off for me.,December 27 2016,1
Excellent App,December 27 2016,2
Don't want it! Let me remove it Let me remove it!,December 27 2016,2
Bullshit app undeleteable Complete bullshit .. 😣😣😣😣😣😣,December 27 2016,1
It sucks  runs your battery down It keeps popping up in the background never turns off and runs your battery down,December 27 2016,1
Good,December 27 2016,5
good,December 27 2016,5
Thank you!!! I appreciate Google for creating this app. It works perfectly!!!,December 27 2016,5
Free Online Job Earn Daily : 500/- to - 1000/- &gt; Without Investment Playstore &gt; ChampCash Money Free &gt; Registered &gt; install Apps &gt; Sponsor id 7765334 Any Doubts WhatsApp Me 9912131450,December 27 2016,5
Its ok But I don't use this fiture at all. I did once but I didn't like it that much. It is helpful at times,December 27 2016,2
Versi lebih lama,December 27 2016,5
Stupid The settings got turned on and refused to turn off and I had to factory reset my phone making me lose my photos of my dead sister,December 27 2016,1
Verry good,December 27 2016,3
Supper Semma speed,December 27 2016,5
I dont want this but cannot uninstall it Not fair to make us have bloatware like this.,December 27 2016,1
100% Google TalkBack,December 27 2016,5
Drive me crazy Annoying app.,December 27 2016,1
Now going to keep talking !!!!!!!!!!!😘,December 27 2016,5
Worst App Don't work properly and always setup options comes up when ever I use other apps and block my keyboard .,December 27 2016,1
Aweome This piece of cant speak english,December 27 2016,5
Love this app,December 27 2016,5
Bongok Payah,December 27 2016,5
This is bullshit,December 27 2016,1
Its just fine,December 27 2016,4
Good Good,December 27 2016,5
hh hh,December 27 2016,5
Mittu IndIa,December 27 2016,5
Good spid,December 27 2016,4
Ok Gg,December 27 2016,3
g good,December 27 2016,5
"Nice c"""""""""""""""" )( """""""""""""""") Useful APP!!! 😊😉👍""""",December 27 2016,5
good service,December 27 2016,5
Going straight to the point - I don't need it. 🚫,December 27 2016,1
This app is a bunch of crap Ass bullshit why can't I delete this app All it does burn burn my data away,December 26 2016,1
A valuable key. If u have want to get wifi on your android for google users. Great for google users,December 26 2016,3
Nice Appplllliiiccaaattion,December 26 2016,5
Nice I love this application,December 26 2016,5
Nc,December 26 2016,5
A One.,December 26 2016,5
TalkBack is not accessible on this apps and documents TalkBack is not accessible in Samsung Internet browser and HTML document HTML viewer,December 26 2016,3
Am uninstaling this app it's annoying every 2 minutes this display number,December 26 2016,1
Ok Very good,December 26 2016,4
Abdhi Yadav,December 26 2016,5
I hated this app,December 26 2016,3
شبیه گفتار انسان یاد microsoft talkit به خیر,December 26 2016,4
I really like it!!!,December 26 2016,4
Suerb Nice app,December 26 2016,5
faith ganda,December 26 2016,5
Recent update broke the volume functionality on my phone I have a Nexus 6p and the recent update caused the volume buttons on my phone to stop working. If I restart my phone I get a message that this app stopped working. My volume buttons then ceased to function. Removing the app resolved the issue.,December 26 2016,2
Good Great,December 26 2016,5
Apk Useful,December 26 2016,5
Wtf is this,December 26 2016,1
Rose Gill,December 26 2016,5
Don't need it Might be great for those who need it but don't force it on those who don't.,December 26 2016,1
Perfect Works perfect as long as you program it right,December 26 2016,5
Bloatware,December 26 2016,1
Jose zapien Jose zapien,December 26 2016,3
ANNOYING It keeps popping up  I don't even need it.,December 26 2016,1
With the one l'm on sites on Earth.@ l the generated profile one l'm on sites on on Earth.@,December 26 2016,5
Don't need it don't want it. Piss off and stop putting apps I don't want on my device.,December 26 2016,1
Jhughe Heap,December 26 2016,5
Don't ever use this I Don't even want any stars,December 26 2016,1
Great app The best performance i've seen so far. I just noticed a bug where you will be taken to the beginning of a page by swiping for a while. This bug i noticed from KitKat only  and probably through older Android versionsas well,December 26 2016,5
Nice app,December 26 2016,5
Google talkback Cool,December 26 2016,5
Where is Greek-Hellenic language? Deleted the app until My language be included inside.,December 26 2016,1
Loved Loved,December 26 2016,5
😒😒😒😒😒😒😒😒😒😒😒😒 Its a very bad app and its the worst app in the app store!!!!!!!,December 26 2016,1
Bongo hit Pato,December 26 2016,5
Send,December 26 2016,5
Good but awful implementation Don't force this app on every ones phone. How do we disable this thing?,December 26 2016,1
Nice,December 26 2016,4
WHY Please. I want this to be gone. Please.,December 26 2016,1
How to setup the wizard,December 26 2016,4
Thanks Wow this app is so good,December 26 2016,5
Never asked for and keeps popping up on start  i already set it up like 4 times and it keeps coming back,December 26 2016,1
Supper,December 26 2016,5
Always taking,December 26 2016,1
Good Excellent,December 26 2016,5
Don't Download.,December 26 2016,1
good,December 26 2016,5
Loved it,December 26 2016,5
G talk It's help of serching everything for me,December 26 2016,5
Stopped my volume button working Stopped my volume bottom from working on Nexus 6p  nothing from Google on this issue but a few posts on the web  uninstalling the latest update fixed it instantly...Not good Google..,December 26 2016,1
Dp,December 26 2016,1
Devendra Shukla Devendra Shukla @email.com9725449386,December 26 2016,5
valo apps nice,December 26 2016,5
Very good......!!!!!,December 26 2016,5
Shamil Warship,December 26 2016,1
This is very useful for me. I say well done to the creators of this brilliant app.,December 26 2016,5
iCoffeeCat Top Shelf 😁,December 26 2016,5
Mr Good,December 29 2016,5
good great,December 29 2016,5
Alexa Phone,December 29 2016,5
I can't get ride of it,December 29 2016,1
P Se,December 29 2016,4
Good,December 29 2016,4
True story of others too And I loved it !?,December 29 2016,5
Why cant i remove this app Why cant i remove this app,December 29 2016,1
Guido Gino,December 29 2016,5
Broken from update. The app disables my volume rocker çompletely in the latest 7.1.1 android. When I uninstall it proceeds to work but quickly reinstalls itself.,December 29 2016,1
Liked it Liked it,December 29 2016,4
Just to support specially abled people Love it for the sake of specially abled people though I don't need it  kudos to Google for helping people with special needs  tx,December 29 2016,5
V good app Very nice app and very yousfull,December 29 2016,3
Don't want it yet forced to have it.Can't uninstall.VERY annoyed.,December 29 2016,1
Best,December 29 2016,5
Useful Help with search,December 29 2016,4
Good Excellent,December 29 2016,5
Volume Button This app on Android 7.1.1 cause volume button not working  uninstall update fix my button  why Google is pushing an update that will cause bug on Nexus Device,December 29 2016,1
Monica patil Good,December 29 2016,5
I hate this app,December 29 2016,1
ASHA ASHA,December 29 2016,5
Nice but still need improvements,December 29 2016,4
Hated Because my phone loaded to much so I hated,December 29 2016,1
Bloatware Bloatware I can't uninstall.,December 29 2016,1
Useless,December 29 2016,1
Best device ever Voice talk is 👍,December 29 2016,5
Hate Hate,December 29 2016,1
Third class update When updated this app   mobile is hang,December 29 2016,1
Google talk back Works for the most important part,December 29 2016,5
No option to disable or delete Bloatware from Google,December 29 2016,1
Gud Easy to install aps bt litle slow,December 29 2016,1
Bad bad,December 29 2016,1
Good It very good,December 29 2016,5
Waw supper Supper application for the use of mobile Internet explorer etc supper,December 29 2016,5
Sai Sai Kumar,December 29 2016,1
Perfect Work for my 3s pro,December 29 2016,5
Good Good,December 29 2016,5
It sucks Difficult to off it,December 29 2016,1
Reality It fucked my mobile,December 29 2016,1
Nice Very nice,December 29 2016,5
Dunno though everyone Fuel Hahahahaha Jacksonville,December 29 2016,5
Boring & very bed Its a very bad app,December 29 2016,1
Google Very nice.,December 28 2016,4
Keroka,December 28 2016,5
Useful It is very useful for me .,December 28 2016,5
It messes up my volume control button. It seems to have a bug,December 28 2016,1
Nice Goo,December 28 2016,3
Nice app Is app are best,December 28 2016,4
Havnt figured this out yet ?,December 28 2016,1
Love it Love,December 28 2016,5
Cool,December 28 2016,4
Use ful OK Thanksgiving,December 28 2016,4
F***ing USELESS,December 28 2016,1
Amar Good morning,December 28 2016,5
Bad update Makes volume rocker on my pixel XL stop working,December 28 2016,1
Vs choudhary Vs,December 28 2016,5
5 stars Love it,December 28 2016,5
OK It's good,December 28 2016,3
Mick Murray Since talk back appeared on my apps it keeps freezing when doing things on other apps sort it vf950 worce model in over 20 years I've bean with Vodafone's,December 28 2016,1
excellent,December 28 2016,5
A very annoying app The almighty and all-knowing Google has decreed yet another useless app absolutely  positively MUST take over my phone. You wondered why I use Yahoo?,December 28 2016,1
HATE IT Shut up,December 28 2016,1
So So,December 28 2016,2
Kennedy Muriithi,December 28 2016,5
More privacy intrusion Thank you DHS for removing all privacy,December 28 2016,1
Nobody wants to see or hear or phone Your phone goes off  & you suddenly are left with how answer it being rude.,December 28 2016,1
Love this app Well done,December 28 2016,5
Foolish F*** you,December 28 2016,1
This app destroy my Tablet,December 28 2016,1
Pelaez Joseph,December 28 2016,5
Google talkback Luv it,December 28 2016,5
This app bugs me at every thing I do😵😵😵,December 28 2016,1
It is cool,December 28 2016,5
Hay Hay,December 28 2016,3
the mlcrophone works perfectly.,December 28 2016,5
Very neat very tidy very convenience Convenient compactor very very,December 28 2016,5
Waste of resources Yet another waste default program unused telling me daily there is a update for it,December 28 2016,1
+1 thanks for caring about handicapped users Google has earned my respect for making devices accessible for handicapped users.,December 28 2016,4
For an old version,December 28 2016,5
Google good,December 28 2016,5
Google play store Thanx..,December 28 2016,4
Yess Kereen,December 28 2016,4
ANIL BHAI GARG,December 28 2016,5
"Performance """"""""""""""""Good""""""""""""""""""""",December 28 2016,3
shalom,December 28 2016,5
Good Very good,December 28 2016,5
Needs uninstall option.,December 28 2016,1
komtyv1233@gmail Yamaha00,December 28 2016,5
Jeeban,December 28 2016,5
Love this app,December 28 2016,5
J Ok,December 28 2016,3
Bloat unwanted uninstallable,December 28 2016,1
Help full To backup,December 28 2016,4
crashes on restart crashes on every restart... makes me go through same setup steps every time.. and if I just keep it in crashed state  volume buttons won't work,December 28 2016,1
Highly appreciated,December 28 2016,5
Useless app blocking phone memory,December 28 2016,1
This app is very important to us,December 28 2016,5
WHY!! I'm sorry but this app is taking up my space. AND I NEED TO MAKE MORE SPACE!!! AND YOU GUYS WON'T LET ME UNINSTALL THIS THING!! IT KEEPS TURNING UP AND IT TURNS OFF MY APP THAT I CURRENTLY PLAY ON!! PLEASE LET ME UNINSTALL THIS BECAUSE I NEED MORE SPACE AND MY PHONE IS LAGGING SO MUCH!!!,January 01 2017,1
Hi It's useless😃,January 01 2017,1
Volume button The culprit. I dont use it. But on my nexus 6p. It makes the physical volume button not functioning.,January 01 2017,1
It sucks Will interrupt music,January 01 2017,1
Not the best interface Needs lots of improvements,January 01 2017,2
Good app Easy to use.,January 01 2017,5
LG STYLO 2 6.0.1 App is a nice service. Keep up the good work.😀,January 01 2017,3
Mel,January 01 2017,5
"Locked phone entirely. Worst Google app ever. Pretty much an instant """"""""""""""""brick"""""""""""""""" your phone with no instructions on how to unbrick it.""""",January 01 2017,1
Hates it Awful!,January 01 2017,1
Excellent App,January 01 2017,2
I had to completely reset my phone Awful,January 01 2017,1
Great app Loved it!!!,January 01 2017,5
Genaro,January 01 2017,5
Hello the account number is the following user says thank you for my first day of the following user Hello the account is the buggy,January 01 2017,5
Ok,January 01 2017,5
One star for any app that can't be uninstalled.,January 01 2017,1
Null,January 01 2017,1
Cool,January 01 2017,5
Google Talk Back Best,January 01 2017,5
Cant stop talk back hands free app,January 01 2017,5
Tung hai gurop- Q.c,January 01 2017,5
BC The worst thing I have ever tried on my device   such a bad aap for android   I can't believe google can make this idiot application ........,January 01 2017,1
Nice,January 01 2017,5
888 Like,January 01 2017,5
Md zulfikar Good,January 01 2017,5
Cool Awsm,January 01 2017,5
Freezes It keeps freezing my phone at times then i have to remove my battery en when i turn my phone back on it tries to do somekind of switch,January 01 2017,1
Bug It turned off the functions for my volume rocker. Please fix.,January 01 2017,1
Hi I like it,January 01 2017,5
Best. Best.,January 01 2017,5
.this is my real name and I'm the one that paid my payment every month and do not lose my special phone,January 01 2017,5
All this app. Does is take up memory space. I should be able to customize my devices any way I want to. Should be able to delete any app. I want to.,January 01 2017,1
Useful Very useful for blinds,January 01 2017,5
Good voices,January 01 2017,4
Love this app,January 01 2017,5
Nice Nice,January 01 2017,4
Get this off my phone. Highly annoying. Don't use it  don't need it  would like to uninstall it.,January 01 2017,1
talk back it is very very good app,January 01 2017,5
Too use full I use only this app for browsing everything. .....,January 01 2017,5
Bloatware You Can't Uninstall Don't want  don't need  but don't get a choice,January 01 2017,1
Talk I have MS  so this will be great for me!,January 01 2017,5
Nice app,January 01 2017,5
Hitesh Good,December 31 2016,3
Messed up my volume buttons My volume buttons stopped working on my Pixel XL. Discovered it was a widespread problem and the fix is to uninstall the latest update to this app. Very bad!,December 31 2016,1
Ok it is working,December 31 2016,3
Creating problem When I restart my phone in the notification bar it shows that talk back has been turn on. But if I go to setting I can see that talkback don't turn on.Please give me a solution.,December 31 2016,2
Gautamkumar,December 31 2016,5
Useful What's not to like about this great app.,December 31 2016,5
Hemanshu Manas,December 31 2016,5
Playstore Googleplay,December 31 2016,5
Sucked Setup screen pops up with every phone restart.,December 31 2016,1
So easy..settings Fast...settings I like,December 31 2016,5
World worst worst app It is better than use a simple mobile phone . Because after using TalkBack your smartphone will be transformed in a simple mobile phone.👎,December 31 2016,1
Very.Nice Fantastic,December 31 2016,5
Update To slow,December 31 2016,4
The 7.1.1 update of TalkBack makes the volume buttons useless. Remove the updates if you have this problem.,December 31 2016,1
Thank you Love it,December 31 2016,5
Gatito Meow,December 31 2016,5
Music Very fast,December 31 2016,5
Excellent Good,December 31 2016,5
Rasel Karim jony 🌟 🌟 🌟 🌟 🌟 🌟,December 31 2016,5
A POP UP MENU AIWAYS DUSTRBED After filling detail it comes many time after updating .please trouble shoot the problem .,December 31 2016,1
Ii K,December 31 2016,5
Google Talk Back Very Rarely use this app But it's Very Nice to know that it's There!! Updated phone 8/17! Pad 8/18!! Updated Itself? 12/31/'16!!,December 31 2016,5
Bad Don't use,December 31 2016,2
Good Saeed,December 31 2016,5
Talk back Very good,December 31 2016,5
OK 1ingt je,December 31 2016,5
Stop force installing this Google!!!!,December 31 2016,1
Talk back It malkes it easy for me. When. I use it,December 31 2016,5
Great!!!! Great app  you just need to practice a little but worth while to use,December 31 2016,5
Good Great,December 31 2016,4
' Ok. ..mmml kmkmm L popxz lo Lloyd,December 31 2016,4
Good Ghhj,December 31 2016,1
Useful app This was incredible app,December 31 2016,5
Stop downloading this shite,December 31 2016,1
I like it Unhinged hi off g k h dio u d h j j g if,December 31 2016,5
Online video watching earn money 📢📢📢📢 नौकरी नौकरी नौकरी 📢📢📢📢 मुझेे कुछ 50-100 ऐसे लड़के - लड़कियों की जरुरत है जो की मेरे साथ टीम बना कर अपने घर पर बैठ कर काम कर सकें काम सिर्फ फेसबुक और व्हाट्सएप्प पर ऐड पोस्टिंग का है । काफी अच्छा पैसा कमा सकते है बिना एक भी रुपया लगाये अपने पार्ट टाइम में। अगर आप इच्छुक है तो मुझे व्हाट्स एप्प (WhatsApp ) पर मेसेज करे लिखे JOB और भेज दे। (9416585965) इस नंबर पर। नोट:- सिर्फ ऐसे लोग संपर्क करे जो मेहनत कर के कुछ पाना चाहते हैं बिना कुछ किये पाने की इच्छा रखने वाले मुझसे संपर्क न करे।,December 31 2016,5
Really annoying me! I uninstalled this rubbish  and I still keep getting orange boxes wrapped around everything I browse. Even the annoying male and female voices are still on my phone!!! Get rid of this and i will be a happy man again.:-( :-( :-(,December 31 2016,1
I am very happy this app,December 31 2016,5
Call receive is difficult Difficult to receive call with two fingers .It will be very helpful if it has option to receive call with one finger  like normal call receiveing when talkback is on. Hope you will update with this new option . Thank you Google,December 30 2016,4
Hall Helen 53GMAIL Amen,December 30 2016,5
Great app I think it is very easy to use,December 30 2016,4
G3 Excellent.,December 30 2016,5
Beautiful,December 30 2016,4
Hhhhhh Gghhhh,December 30 2016,5
Good for others destroyed my old phone,December 30 2016,2
Ok,December 30 2016,5
Its ok I just wish it was more easier to use I use it on occasion since I figured out exactly how it works and sometimes it doesn't work and won't read things and read things behind the page so I just downloaded a web browser that has talk back that's easier..,December 30 2016,3
Why can't I uninstall I have no need for this app yet I'm not allowed to uninstall it  its just takeing up memory that could be used for things I use regularly,December 30 2016,1
Rip off,December 30 2016,1
Freer free I I jury heir I try itî b the nn the the jj the juju juju juju kkkkkokoiiiii8i8ki8i8itkk888ikuiiiiii,December 30 2016,2
Sucks That all folks,December 30 2016,1
👍 Awesome,December 30 2016,5
Super,December 30 2016,5
Love it Great to use,December 30 2016,5
Next,December 30 2016,5
Talk back Worst. Drove all crazy and never shut up  even with phone off,December 30 2016,1
Play store Excellent,December 30 2016,5
Good,December 30 2016,4
Good,December 30 2016,5
Google Talk Back Works great I highly recommend this app.,December 30 2016,5
I think the app is so not cool it shuts down on its own  it takes to much space and i never use it bye app,December 30 2016,1
I like it.,December 30 2016,5
Nice,December 30 2016,5
OK,December 30 2016,5
Love it,December 30 2016,5
NO SD CARD SUPPORT,December 30 2016,1
Nice Funny and weird,December 30 2016,4
It doesnt work very well. if u are blind then useful,December 30 2016,1
Didn't ask for it Don't want or need it but of course I can5 uninstall it so it just fills up space annoyingly!!,December 30 2016,1
Nice..... Very.....cool...n.... Interesting,December 30 2016,5
Talk Back Google Inc.,December 30 2016,5
jskfha mantao,December 30 2016,5
This app is not the problem The app cardboard isnt compatible with my device though so i will be rating all google apps one star.,December 30 2016,1
5 Ok,December 30 2016,5
Haha Jk,December 30 2016,5
good,December 30 2016,5
Irrigation In this new update it opens often. Sometimes while watching movie and sometimes while playing games. It's damn irritating for me fix this bug in the next update please,December 30 2016,1
Not fun to use,December 30 2016,1
Superrr Ooo,December 30 2016,5
Kad Kad,December 30 2016,5
It's useful Well done,December 30 2016,5
Der Dont want it,December 30 2016,1
Good app,December 30 2016,5
Metro krazy jays. Thor day Mic live monkey in to pockets,December 30 2016,5
it is the bog thing things of this app is talk back to you,January 03 2017,5
Talk to you Good luck,January 03 2017,5
Update Causes Issues! The update caused my volume buttons to only work in certain applications  and when the phone was locked. It also prevented typing from my bluetooth keyboard  even though it was paired. Whoops! I uninstalled the update and it fixed both issues.,January 03 2017,1
Nirbhik,January 03 2017,5
GOOGLE Talk Back,January 03 2017,5
I haven't tried it yet I'll let you know later what it's like,January 03 2017,3
I like it google talk back apps. I love this google talk back to the so good so nice apps.,January 03 2017,5
Silly sulhh,January 03 2017,1
100 1000 000 Small rate 1000.00,January 03 2017,5
This is a greattttttttt Apollo it is very good to use  you should get,January 03 2017,5
Good Use full,January 03 2017,5
Good app very useful. no lie,January 03 2017,4
Useful Clear and easy to use.,January 03 2017,4
Nice apps Loved it,January 03 2017,5
Thank's Thank's,January 03 2017,4
Love this app,January 03 2017,5
Surya Google services all good,January 03 2017,5
How to activate?,January 03 2017,2
Om Dada,January 03 2017,4
Mariana Mariana,January 03 2017,1
Pre installed  uninstallable Spare me of ur crapware kthxbye.,January 03 2017,1
Haha,January 02 2017,5
Worst I don't like it as it was speaking again and again but nothing was opening.,January 02 2017,1
Google Talk Ok,January 02 2017,2
Ok Good,January 02 2017,4
Great app...,January 02 2017,5
Yash Jaiswal,January 02 2017,5
I hate this stupid app I won't I permanently deleted from my phone!!!!,January 02 2017,1
Uninstall if I could,January 02 2017,1
Taped you dont know what you did for me to know there is sombody that knows!!,January 02 2017,5
Useful 👌👍👌👍👌👌👍👌👍,January 02 2017,5
Md akbar MD Akbar,January 02 2017,5
Update To slow,January 02 2017,4
David,January 02 2017,1
5star Nice,January 02 2017,3
An annoying little piece of garbage,January 02 2017,1
LG STYLO 2 PLUS 6.0.1 App is a nice service. Keep up the good work.😀,January 02 2017,3
Urdu and arbia,January 02 2017,5
Cool,January 02 2017,5
Know your phone well first! Any accessibility features inherent to your device might conflict,January 02 2017,3
It islame It is so SLOW IT TOOK 25 MINUTES TO LOAD,January 02 2017,1
Good Not surenice,January 02 2017,5
The thing This is good,January 02 2017,5
The update caused my volume buttons to stop working,January 02 2017,1
I didn't install this. Get off my phone.,January 02 2017,1
This app is the worst. It interrupts everything I do. It just gets in the way. Always switches what im doing to something else,January 02 2017,1
Even when I update it and then try to uninstall it it asks me to update it again,January 02 2017,1
Good,January 02 2017,4
Curse TalkBack TalkBack turns on when I go out of settings and when I go back to turn it off it lies and says it is off that is why I am going to delete it.,January 02 2017,1
An excellent app for the physically impaired. Thanks Google.,January 02 2017,5
Really nice,January 02 2017,5
Werdo berdo app DUMB DO NOT USE IT,January 02 2017,1
Wow Not bed,January 02 2017,4
Very Bad,January 02 2017,1
Like it,January 02 2017,5
? How does it work,January 02 2017,3
Nice app,January 02 2017,5
Achmad Sidiq,January 02 2017,5
Symphony p6,January 02 2017,5
Super,January 02 2017,4
Nice,January 02 2017,5
DISABLE/UNINSTALL THE APP NOW! THIS APP PREVENTS YOU FROM TOUCHING INSTALL FOR APKS! I UNINSTALLED THE APP AND IT WORKS NOW!,January 02 2017,1
Worker Good,January 02 2017,4
Worst app ever why on Android I think why this on android very irritating wasting of time,January 02 2017,1
G Nice,January 02 2017,5
Boring It's waste time boring,January 02 2017,1
Desi Crew,January 02 2017,5
Useless bullshit that takes up space!!!,January 02 2017,1
Very poor very slow not fast,January 02 2017,1
Needs a fix Broke volume button after recent update. As soon as phone starts this app has an error with only option to open again. Now phone has started freezing and not sure if this is the cause (error message still appears at startup),January 02 2017,1
Good one 😎,January 02 2017,5
Yaman / Aden This program is too good and easy use I prefer it,January 02 2017,5
Broken volume? Are your volume buttons suddenly not working after an update? Well  this app is the reason for that. Simply uninstall it and your volume buttons will instantly be in working order again! You're welcome :P,January 02 2017,1
4. tzin.a,January 05 2017,5
How in the world I disable or throw this annoying app to the moon. Tires of that voice  I don't need it. Heeeeeelp 😡,January 05 2017,1
Still broken This utility causes the volume buttons on my Google Pixel XL to stop working. If I uninstall the update they work again. I would like to uninstall the app as well!,January 05 2017,1
I DON'T CARE ABOUT THIS APP!!! I DO NOT WANT IT!! ARNT YOU USING ALL THE OTHER PROGRAMS TO SPY ON ME?!!!,January 05 2017,1
Love I love uuuuu,January 05 2017,5
dosn't have malaysian bahasa melayu language please make malaysian bahasa malayu language to speake in my fone,January 05 2017,1
Can't uninstall,January 05 2017,3
Its alsome,January 05 2017,5
Breaks sound locker First of all  the majority of people with android don't even use this. It might be useful if you are blind but most people aren't and we can't even uninstall it. I have a nexus 5X and since the update every time I restart my phone it says TalkBack has stopped. If I go back then I can no longer change my sound volume. Fix this soon because I've looked at the other reviews and there are many others reporting the same problem and it is very annoying!😤,January 05 2017,1
Ok,January 05 2017,3
Great Even better,January 05 2017,5
Very disturbing app.,January 05 2017,1
Dj,January 05 2017,2
Bom Recomendo,January 05 2017,5
DALI One and Only humble Bon,January 05 2017,5
Best,January 05 2017,5
Good idea for those who need it It's annoying. How do you uninstall or quiet the app?,January 05 2017,1
Awesome Gives me correct answers all the time!,January 05 2017,5
Annoying It is so annoying it always appear on my screen when I am playing games,January 05 2017,1
Good Easy to use.,January 05 2017,4
Talk back Commfortable spicially for blind.,January 05 2017,5
Nice one,January 05 2017,5
Mkchayal913879@gimbal com,January 05 2017,1
App,January 05 2017,4
Helpless app,January 05 2017,1
I think this is good app too me for use l want this app Dky,January 05 2017,5
Love it GOOGLE Talk Back,January 05 2017,5
Waste of space Why am I stuck with things that waste space on my tablet when I never use them?,January 05 2017,1
Good,January 05 2017,5
Excellent What a app!!,January 05 2017,5
venki,January 05 2017,5
Musa Awesome app,January 04 2017,5
ok,January 04 2017,2
"The one thing that is very up to date. Is how right now . I Don't Have the time to write to busy. All I have to do is speak into the """"""""""""""""mic."""""""""""""""".""""",January 04 2017,5
Very bad app All disabled it  no need for this action,January 04 2017,1
Loved it,January 04 2017,5
good in use,January 04 2017,4
Good Good,January 04 2017,4
Fuck you  Google.,January 04 2017,1
Annoying Super BORING! Will be removing app. From my phone.,January 04 2017,1
Pop Pop,January 04 2017,4
Breaks my volume key Only way to restore functionality to volume key is to uninstall this app?? Google Pixel,January 04 2017,1
Have not try it yet,January 04 2017,4
Nice Love it,January 04 2017,4
Update To slow,January 04 2017,4
Very nice apps,January 04 2017,5
Nice,January 04 2017,3
Great goggle Nice,January 04 2017,4
Worst app This causes lots of issue in my phone.,January 04 2017,1
Bosson,January 04 2017,5
Pathetic App If a app freezes your volume control... Then how is it usefull in any way... Please check and test all updates before realizing them,January 04 2017,1
Great Its very interesting,January 04 2017,5
Nice Nice,January 04 2017,5
Talk Back  (why don't you). Wonderfully exceptional Creation from Google. Such a exceptional  genuine device that can be so helpful too so very many others with slightly different differences with communication. Love whom ever the Brilliantly Bright Human whom thought of it by thinking outside the box of such ordinary. THANKS  SUZANNE,January 04 2017,5
Good app Good app,January 04 2017,5
Useful Easy information,January 04 2017,5
What is the use of this app please tell,January 04 2017,3
Thanks,January 04 2017,5
Good,January 04 2017,3
Ok,January 04 2017,5
Google talk back Can be annoying,January 04 2017,4
Horrible,January 04 2017,1
Ok Ok,January 04 2017,3
USEFUL,January 04 2017,5
Raymond,January 04 2017,5
Mr,January 04 2017,5
Love it Very good,January 04 2017,5
Cool Tres cool,January 04 2017,5
ONLINE BUSINESS 🇮🇳DIGITAL INDIA KRANTI 🇮🇳 Online Business Opportunity 0 Invest=💰Earn Unlimited Lifetime (1-2hr/D  12k-55k/M) 🔜Join--&gt;Earn--&gt;Payment 💰(in a few minute) 👉Playstore-&gt;champcash-&gt; Singup with Champcash-&gt; Refer Sponsor ID=10570373 Complete challenge For Giving challenge To Unemployment(Be Serious) OR Type BUSINESS and Send me whatsapp 9753392704 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 📢📢COME FAST 📢📢 📢📢EARN FAST 📢📢 💪JAI HIND💪 💪JAI CHAMPCASH 💪,January 04 2017,5
Love this app,January 04 2017,5
Sohail Awan Excellent,January 04 2017,4
Jude Awesome,January 04 2017,5
Google Talkback Helpfull,January 04 2017,5
Fuck off,January 04 2017,1
Really handy Especially for those with a certain disability,January 08 2017,5
I just love it Its awesome to use,January 08 2017,5
Don't need it Don't want it.,January 08 2017,1
Good Good,January 08 2017,5
Don't want it! I don't want this app on my phone! I'm sick of updates for apps that I would rather just delete!!!!!!!!!!,January 08 2017,1
I like this app,January 08 2017,4
Ld Is ok,January 08 2017,1
Good morning America and the rest of the World Thanks for sharing this with you and your family,January 08 2017,5
Marshmallow droids stay away--Google TalkBack hijacked my pad! even with continues tapping on my screen  i could not navigate the menu to turn the darn thing off! even after rebooting more than a handful of times. made some interesting playback sounds with her voice going off as i try to get to the next screen. the interface does not work. i do not recommend.,January 08 2017,1
Sex Good!,January 08 2017,3
Love it It's awesome,January 08 2017,5
Google Talback,January 08 2017,2
Where is it If you want to know where your apps are don't download this,January 08 2017,1
Sophie Juman I like it,January 08 2017,5
Google TalkBack Cool,January 08 2017,5
