review_text,date,rating
Super Rocket fast information pass to others.,November 17 2016,5
Instant messaging  ugly design,November 17 2016,4
Superrr,November 17 2016,5
Ok I like it,November 17 2016,5
Good Good,November 17 2016,5
Good Nice app,November 17 2016,4
Good,November 17 2016,5
Bitcoin Their not paying out a single bitcoin... Bot is a SCAM,November 17 2016,1
I wish there was a better way too obfuscate activity.,November 17 2016,4
Good Verry good,November 17 2016,5
Lohith Very well,November 17 2016,3
I luv it Easy to use i like it,November 17 2016,5
XopC6zhv I don't agree with paid or fake reviews for cash. apperwall sent me here to leave a review for 51 cents. poor practices in promotions.,November 17 2016,3
Ok Ok,November 17 2016,5
Telegram app have to improve Telegram app to develop like whatsapp there is no options like whatsapp please try to get much more features and options in telegram app,November 17 2016,2
Ok!?,November 17 2016,4
Super,November 17 2016,5
Good love it So great,November 17 2016,5
i am using this in 2 devices,November 17 2016,4
Good I,November 17 2016,4
Great,November 17 2016,5
It very very good,November 17 2016,5
ok better,November 17 2016,4
best app,November 17 2016,5
Super Pukukani,November 17 2016,5
Why I can't screenshot my telegram conversation? It says that 'content is protected by DRM' Hate that.,November 17 2016,4
Nice app but can't compare with whats app now but we want to update like whats or better then whats app,November 17 2016,4
Nice....,November 17 2016,5
Very good Tnx,November 17 2016,5
❤The Best❤ Cool The Best Social Networking App✌👍👏Very Well😎,November 17 2016,5
A Serious Problem I can't delete recent stickers from Android app but I can delete recent Emojis I used from android. Please fix it.,November 17 2016,4
Telegram apps Good I like it,November 17 2016,4
Add any new thing interesting,November 17 2016,4
Nice Beautiful,November 17 2016,5
Error can't play the game now.,November 17 2016,2
Usefull Im happy,November 17 2016,5
I love it,November 17 2016,4
This applicatian is very good,November 17 2016,5
Easy love,November 17 2016,5
Gud Nice,November 17 2016,1
Nice,November 17 2016,5
Can include some more features like callng and making show other taht u r ofline but still onli,November 17 2016,3
Be indian buy indian,November 17 2016,5
Waste of time and waste of net,November 17 2016,1
Super Semma.,November 17 2016,5
Best ever than whatApfk It is much more better than any other messenger .amazing app. Suggest others to use this,November 17 2016,5
Loved it Better then what's app....,November 17 2016,5
This is nice,November 17 2016,5
Better than watsapp!,November 17 2016,5
Awesome Telegram is great messaging app and it is going to replace wattsapp 😊😉,November 17 2016,5
Outstanding!,November 17 2016,5
Speed,November 17 2016,5
Balaji Nice on,November 17 2016,5
Loved it,November 17 2016,5
Telegram Teacher student,November 17 2016,5
Best Best app  i recommend it,November 17 2016,5
It's great The best social communication application ever,November 17 2016,5
Easy and safety this app Great,November 17 2016,5
Worst Download pending,November 17 2016,1
Very good apps,November 17 2016,5
Sooper,November 17 2016,5
Better than WhatsApp Nice to use..,November 17 2016,5
Super 😊😊😊,November 17 2016,5
Same as wts up.. features It's very good app..for all...it's similar to wts up +,November 17 2016,5
It's very faster than whatapp,November 17 2016,5
India is always great.......🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,November 17 2016,5
I LOVE MY INDIA so this app is made by Indians so faster uninstall WhatsApp andinstallit,November 17 2016,5
Tele Gud....,November 17 2016,5
Telegram Very nice app,November 17 2016,5
Super app Kathirvijay,November 17 2016,5
Spr,November 17 2016,2
It's OK This app need some work on it.,November 17 2016,3
Best of best Speed accuracy...brilliant .....pakka....superbbb...,November 17 2016,5
Sick This app is so sick,November 17 2016,5
Telegram Gud,November 17 2016,5
Awesome,November 17 2016,4
File Name Full File Name not showing & original file name change after download.,November 17 2016,2
Aaaaaaa super app Nice,November 17 2016,4
Nice one,November 17 2016,4
Super Hai,November 17 2016,5
Gifs in not being shown in the shared media I have created a channel and uploading lots of pictures gifs and videos. The problem is everything is being shown in the shared media but gifs. Please fix this. Thanks in advance ),November 17 2016,4
Love. This app,November 17 2016,5
Loving it.,November 17 2016,5
Niceee,November 17 2016,5
It's very good,November 17 2016,5
Nice and fast Supeer,November 17 2016,5
The app should be upgraded to be able to make calls.,November 17 2016,3
Zor Gap yoq,November 17 2016,5
Nice,November 17 2016,4
I am indian,November 17 2016,5
Please download it...bcoz it's our Indian app,November 17 2016,5
I love itً It's so good 👌,November 17 2016,5
Nice Good think,November 17 2016,5
Excellent,November 17 2016,5
Good Useful,November 17 2016,5
I am indian,November 17 2016,4
Love is god Gd,November 17 2016,5
Aplikasinya sangat membantu. Tks 4 admin,November 17 2016,5
Good app,November 17 2016,5
The recent change to inline keyboard is bad User can't know which key was pressed until after the bot reply arrives (huge delay),November 17 2016,4
Nice app,November 17 2016,5
super app,November 17 2016,5
Ammu 1,November 17 2016,1
Great app but... I've read every message there is yet have a notification icon that says 109 unread. Can't clear that in anyway. Removed the app  installed again. Removed icon and replaced. Issue persists. Response 2: there's no reset badge counter reset option as advised. Response 3: Settings 》Applications 》Application Manager 》More 》Show System Apps 》BadgeProvider 》Force Stop  clear data and cache  disable any App Notifications then enable again. Restart phone. Problem resolved for S7 Edge :),November 17 2016,4
Yeah,November 17 2016,5
Ok Verygof,November 17 2016,4
Need to Add Tab on Top... Chat  contract  group etc..,November 17 2016,4
Come India Development India,November 17 2016,5
Loved it  but improvement is necessary,November 16 2016,5
Harsh Patel,November 16 2016,3
Perfect Quite handy,November 16 2016,5
Nalleruku,November 16 2016,3
Call feature not available Plz introduce calling feature also... 5 stars is for..... So Far So Good,November 16 2016,5
Good,November 16 2016,4
Super app Best than the whatsapp cause more mb s but telegram low mb but super than the whatsapp very speed chating,November 16 2016,5
Good but.... Nice app but there's find a problem while sending a big file specially HD video,November 16 2016,4
Good Working Ye app chalane me bahot maza aa rha h..,November 16 2016,5
Nice good Ok,November 16 2016,3
Nice,November 16 2016,4
User friendly Superb,November 16 2016,4
Great app,November 16 2016,5
Nice Great performance and features,November 16 2016,5
Dinesh Love this app. Pls all guys download this telegram app,November 16 2016,5
Useful,November 16 2016,5
Better than others You guys Just need the exposure as other apps,November 16 2016,5
Very usefull Great app,November 16 2016,5
Good,November 16 2016,5
Thanks to app I am so happy this app,November 16 2016,5
Super,November 16 2016,5
This is our Indian Apps It very use full Apps & it is very easy to others Apps,November 16 2016,5
Indo messenger war,November 16 2016,5
Hello Usefull,November 16 2016,4
i like it but i want more advantges,November 16 2016,5
pradeep love,November 16 2016,5
I cant open it,November 16 2016,3
Super 👍👍👍,November 16 2016,1
India Y,November 16 2016,5
Just let try,November 16 2016,4
Nice fast n secure with a big flaw The app is very intuative and fast. The biggest flaw is lack of one to one encryption by default on all chats. Please add this feature to make it as secure as signal...,November 16 2016,4
Ilove it Good🙏,November 16 2016,5
Vennila Vennila,November 16 2016,5
Awesome app Useful and beautiful,November 16 2016,5
Telegram Gampang makenya,November 16 2016,4
Very good and helpful I use it like a cloud storage and it is very useful for me :),November 16 2016,5
God bless you God Ayyappan,November 16 2016,5
okk better,November 16 2016,5
India app Jay hind,November 16 2016,5
Best app,November 16 2016,5
Teligram So nice,November 16 2016,2
Its a great app,November 16 2016,5
Rockstars,November 16 2016,5
Luv it,November 16 2016,5
sometimes good sometimes not Wrong information easily are broadcasted by this application.,November 16 2016,5
Ok. Likeit,November 16 2016,2
I love it,November 16 2016,5
Nice messenging app Love to use it.....But it lacks some features like voice and video calling features or else I could have given it a five star.,November 16 2016,4
Arumai,November 16 2016,5
Best Sanjay builders,November 16 2016,5
Super Super supea,November 16 2016,1
Best app Telegram have software for computer version. So user can use telegram in desktop. Easy to use and very simple interface.,November 16 2016,5
I love this thing,November 16 2016,5
Very good I like this alot. This message app is awesome. It works really well. I would recommend this to anyone. I dig the set up. It runs really well. And looks nice and clean. Best messaging app I've ever used. VsXXgoTP,November 16 2016,5
Amazing messaging app It has it all: cloud based  access from multiple devices  encrypted messages and the possibility to send any kind of file. Not only that  but it's free and open source. (although not completely yet) Apart from the number of people using it  it has virtually no disadvantages to the other mainstream messaging app.,November 16 2016,5
Add persian language,November 16 2016,5
love it an awesome kinda messenger,November 16 2016,5
Still not good enough Miles behind whatsapp  viber  tango  snapchat and others. Also please optimize for HTC 10. More features please (voice call  video call). Android wear support please.,November 16 2016,1
terbaik teramat baik,November 16 2016,5
It was very good if it had theme,November 16 2016,5
Ok,November 16 2016,4
Needs an ability to pin the favorite chats/channels to the top of the main list or make folders for them to organize them.,November 16 2016,3
Vicky,November 16 2016,5
Best The best messenger,November 16 2016,5
Suport Indian app........ I'm in Indian.. .....,November 16 2016,5
Excellent messaging app Great for group chats with friends,November 16 2016,5
Süper,November 16 2016,2
Awesome Loved it this aap,November 16 2016,5
Very good I hv not downloaded this App yet because I want yo know whethet its an Indian App or some other country's..? pls reply...waiting for download....NO REPLY YET..!!??!!??!!,November 16 2016,4
Good aap Try it...its good,November 16 2016,5
It good 👌,November 16 2016,5
Goot,November 16 2016,5
Fly  safely...  out there !,November 16 2016,5
Good app,November 16 2016,5
can't believe why did u guys let whats app did a video call before u,November 16 2016,5
Indian app G,November 16 2016,4
Ohh Status ka option Jaldi se update kr do ....& video cal,November 16 2016,3
Maria m It is perfect just two problems first it downloads file and so on just only in phone not ram next it deletes either all or one message. It would be perfect if it could delete messages in group consists of example 50messages like viber,November 16 2016,4
Very good,November 16 2016,4
Good I want use it.,November 16 2016,5
So easy and fast,November 16 2016,5
Contacts are not showing up properly Basically I can't see any of my telegram contacts though they see me. Update: auto sync was originally off,November 16 2016,3
Goood,November 16 2016,5
Lovely app Keep it up,November 16 2016,3
A true indian app Made in INDIA for INDIANS ...JAI . HIND,November 16 2016,5
new user i m new user n not geting confirmation,November 16 2016,1
Super Love,November 16 2016,5
very very poor and slowly ! Too much time late to Downloading videos??? version 3 Please increase the number of letters following your photos and videos up to 5000 characters very Very slow and poor Too much time late to Download video?(Iran and Indonesia) I have Galaxy note 4 Android 6.0.1 Internet 4G LTE very slow not fast,November 16 2016,1
Plzz download this app Its for INDIA'S future our dharma is INDIA first,November 16 2016,5
Telegram Its nice .....,November 16 2016,5
A real looking telegram I think it is even faster than Facebook,November 16 2016,5
Tele gram Very esay to chat,November 16 2016,4
Teligram Miracle app,November 16 2016,5
Great app Wish the best for your great team,November 16 2016,5
Ok Ok,November 16 2016,5
Best,November 16 2016,5
Easy to Use Easier to use than Google Allo! Telegram allows messages to securely transmit across numbers and devices. FePpRpoV,November 16 2016,5
Nice Suuperb,November 16 2016,4
Be Indian This is first India's app. Hence being a Indian citizen we should use this,November 16 2016,4
My app Superb,November 16 2016,5
Raja Raja,November 16 2016,5
Super This very nice,November 16 2016,5
Very very good,November 16 2016,5
Kutty K,November 16 2016,1
Contact Contact name not show as device  so confusing with contact name in Telegram,November 16 2016,2
Dp Status Dp status not in side...,November 16 2016,3
Super Nice,November 16 2016,3
My Indian app Super app,November 16 2016,5
Omg Omg,November 16 2016,5
What did you just do to it? It started working weird right after I updated it. I am not able to use smileys the way it used to. I can't use more than 1 emoticon in 1 msg and it is not even sure whether I will be able to use it in next msg or not.,November 16 2016,5
Best one Best one,November 16 2016,5
Good Good,November 16 2016,5
Loved it Ok,November 16 2016,5
please make the badge notify for android please...,November 16 2016,3
Indian Wow its awesome,November 16 2016,5
It's good Indian app,November 16 2016,5
Lots of bug lately Bagful update!!!! The last update maked the app so unstable  pictures and stickers load blanked and app closes it self all the time while using it  my phone is Sony Xperia Z,November 16 2016,1
Epic Request: Add white backround and SMS support please  thanks :),November 16 2016,5
Like,November 16 2016,5
Nice app Amazing app to use. But there should be an option of searching within the chat. Also there should be a scroller to move back to a chat of the previous day(s),November 16 2016,4
Every thing is fine if u add calling feature. Please add it.,November 16 2016,3
Well done,November 16 2016,5
its great good,November 16 2016,5
Hmingi hauzel I like it,November 16 2016,5
Okay Best,November 16 2016,5
veri goood به امکاناتش اضافه کنید لطفا,November 16 2016,5
Good Ok,November 16 2016,4
Good I am using,November 16 2016,5
Nice Nice,November 16 2016,1
Useful It is nyc,November 16 2016,5
Update needed After update it has become very slow. Messages are sent very slow even at high Internet speeds. Downloading media takes top long. Please fix it.,November 16 2016,2
Ram Very nice app,November 16 2016,5
💝 Nysss,November 16 2016,5
Supper,November 16 2016,5
next upgrade calling type next upgrade calling type,November 16 2016,5
Fine Very good and easy,November 16 2016,5
I am Interesting,November 16 2016,5
Very useful it gives efficiency & ease of use,November 16 2016,5
Sayeh Goooood,November 16 2016,5
It needs More thean 5 STAR sOoO Amazing !,November 16 2016,5
Jana kgm My India launched by telegram,November 16 2016,5
Very nice app It's very awesome and very nice app,November 16 2016,5
good fast,November 16 2016,5
Excellent This app is very good... thanks alot,November 16 2016,5
Love it It's very useful to people,November 16 2016,5
Very good app,November 16 2016,5
Love this app,November 16 2016,5
Suggestion I really love the app but there is one thing i feel should be there so as to make it a preferred choice among the people which is the option to export chats. Please consider the idea,November 16 2016,4
Kiran,November 16 2016,5
Free Stickers Add somemore good stickers..,November 16 2016,5
Grate aap But stakers are not better,November 16 2016,4
Indian I m Indian so an Indian app..,November 16 2016,5
i dont do somthing but i have limits 😐,November 16 2016,1
Tamizhan Koodi vazhanthal kodi nanmai,November 16 2016,5
Hari,November 16 2016,4
wow amazing,November 16 2016,5
Am indian Am very proud to install Telegram,November 16 2016,5
Useful Bharat mata ki jai,November 16 2016,5
Gooooood,November 16 2016,5
Good good app,November 16 2016,5
Telegram,November 16 2016,5
Very easy to used Easy used,November 16 2016,5
Please add Video Call Please... Add video Call to Telegram app,November 16 2016,5
Loved it Nice app,November 16 2016,5
Good application India do good work,November 16 2016,5
A top knotch messenger loved it Nicely does what it says,November 16 2016,5
Superb,November 16 2016,4
Great Love it,November 16 2016,5
F Vg,November 16 2016,1
Perfect,November 16 2016,5
Jnk,November 16 2016,4
best for ever,November 16 2016,5
Jaya prakash Philip,November 16 2016,5
Jolly Super..,November 16 2016,4
Video call Plz give da video call option on telegram,November 16 2016,4
Very very very goooooooooooooooood,November 16 2016,5
Ques How can I del my account on telegram,November 16 2016,1
Messenger Messenger,November 15 2016,4
Notification problems Notification is not working from15 days not in my device but every one's device after all settings....rest is fine everything..,November 15 2016,5
Telegram This is one of the best messenger app,November 15 2016,5
Im indian Only im using telegram,November 15 2016,5
Best app better than whatsapp,November 15 2016,5
India daaa Love it,November 15 2016,5
M.G,November 15 2016,1
Good Happy,November 15 2016,5
Super Dhana,November 15 2016,5
Alagu Lakshmi,November 15 2016,5
Jai ginth,November 15 2016,1
Excellent Awsm,November 15 2016,5
Best Best,November 15 2016,5
Good,November 15 2016,5
Indian app Download all Indian,November 15 2016,5
Super Awesome,November 15 2016,5
Slam Book! 📒 Send this to All ur Contacts 😃 1. My Name in ur Phone ________ 2. Relation between u N me _________ 3. Any Name  u would Like 2 Call Me_________ 4. Dedicate a sng 4 me.??__________ 5. The thing u Like most in My Face______ 6. One thing that u Love the Most about Me ________ 7. If u Got a Chance to Ask me Smthng about My Personal Life ?_______ 8. How do u Feel Wen u Talk to Me ________ 9. Your First Reaction on My,November 15 2016,5
Love it,November 15 2016,5
220 siraj Sr 220,November 15 2016,5
Super,November 15 2016,5
Led indication not working The led indication is not wrking anymore in my mi4 handset. Please fix it.,November 15 2016,4
Let's have fun texting Ok fine very simple to use. and yeah good stickers.. 😁😁,November 15 2016,3
Awesome,November 15 2016,5
Supar,November 15 2016,5
Good Good,November 15 2016,5
Indian,November 15 2016,4
No.1.messages best thing,November 15 2016,5
Disappearing messages Some messages that i sent and that my friend sent disappeared from the chat. Please fix that issue!,November 15 2016,3
good,November 15 2016,4
Nice Nice app..,November 15 2016,3
Useful,November 15 2016,5
Super,November 15 2016,3
I am proud OF india,November 15 2016,5
Very good,November 15 2016,5
Our app Nc app... Made in india...😘😘,November 15 2016,5
Calling feature Very good app  only feature needed to make it the best app is a calling feature,November 15 2016,4
Nice Very wonderfull,November 15 2016,5
Super Ultimate,November 15 2016,5
Wish more people would use this While the security may not be perfect end-to-end by default  it is good enough for 98%+ of personal privacy needs  and you can turn on the full E2E secret option if you need to (and don't need to see the messages on multiple devices).,November 15 2016,4
Good features,November 15 2016,5
New One,November 15 2016,4
File size needed to be visible Size of audio/ image/ video/ document is not visible as in the old one. Please make it available Thankyou,November 15 2016,4
ELSA KHOOBE,November 15 2016,5
Mass,November 15 2016,5
Status Please add the status  and don't limit us to anything less than 100 characters? Please!?!?!?,November 15 2016,4
Nice app,November 15 2016,4
Rubbish Of course not..i really loved it ..very creative   it is improved and there's more attractive things to be explored and it is really great apps,November 15 2016,5
Nice,November 15 2016,3
Ram Very nise,November 15 2016,5
WWE FAN CHAT! JOIN US @WWETALK RIGHT NOW! :),November 15 2016,5
Super,November 15 2016,4
Nice,November 15 2016,5
Santo Very good app.,November 15 2016,5
New version It nice to use,November 15 2016,5
I can't take a screen shot from any chat or group 😕,November 15 2016,1
Indian app use (NO WhatsApp),November 15 2016,5
Super TamilNadu apo All people usage,November 15 2016,1
Very interesting and esy use,November 15 2016,4
Good nice,November 15 2016,5
Like this,November 15 2016,4
Its good but Its all good but please add a function that shows messege are deliverd or not??,November 15 2016,4
fantabuloussssss im lovng it,November 15 2016,5
Delete   video and voice call Please make the telegram can delete the messsage that has been posted...(also deleted at the recipient). The most important are video and voice call over telegram app. Thank you,November 15 2016,5
I loved it It would be very useful for our counttry,November 15 2016,5
با تشکر از نسخه جدیدLLP تلگرام  عالی است ,November 15 2016,4
Fix bug my phone,November 15 2016,2
Good So nice,November 15 2016,5
Really i love this app.. very nice and secure. Compare to whats app it is nice. Good app,November 15 2016,5
i wanna add a new sticker in my pack. The stickers bot said it's done but i can't see that in my pack. And it same about deleting them too.,November 15 2016,3
l1WXXt9e App so good  easy play and use. Design beauty.,November 15 2016,5
Its Like kik  but better Faster image sending  you can send audio  easier to pick out out images and files to send  customizable skin you're able to make bots to do thing for your group  tons of great sticks  and its overall better feeling than kik,November 15 2016,5
Not what what promised. Uninstalling.,November 15 2016,1
Awesome I like it very much,November 15 2016,5
Best عالی,November 15 2016,5
Ich habe es schon gehabt.,November 15 2016,5
Muted channels un-mute itself lately! The self-destruct timer should be adjustable to any chosen minutes  or there should be 5  15 and 30 minutes.,November 15 2016,2
Luv it,November 15 2016,5
Great app No. 1 messenger app :),November 15 2016,5
Good One This is an Very good application.. bt. Pls fix meterial desine. Its too basic. And also.its disply suze too large need smaller interlooks.,November 15 2016,4
Powerfull and the best massenger Its powerfull masenger just need call ability to became perfect   it so much better than any massenger and trust me i used all massengers,November 15 2016,5
cool awesome,November 15 2016,5
Cool cool cool I just don't know how to explain its just wow. . I love it,November 15 2016,5
Telegram Excellent!,November 15 2016,5
. Its too good......this app best before what's app,November 15 2016,5
Likeeee,November 15 2016,5
Akash Røý,November 15 2016,5
The best app It's easy to use and it's really useful,November 15 2016,5
best app,November 15 2016,4
Superb,November 15 2016,5
Telegram,November 15 2016,5
Like Good application,November 15 2016,2
Loved it,November 15 2016,5
Love it No words:):):):):):):):):),November 15 2016,5
Add calling option to make it better,November 15 2016,3
Telegram Yes,November 15 2016,4
Use full I like & ..................,November 15 2016,5
Best Ilove it .its the best massanger,November 15 2016,5
Hi. I have Some problem.The newest version that I have downloaded I have face some problem.I cant capture Screenshots on the App.What should I do?😥plz help me🙏🙏🙏,November 15 2016,5
Please support this app... #india,November 15 2016,5
veeramani Sanmaha,November 15 2016,3
Excellent,November 15 2016,5
Sumit singh,November 15 2016,1
Not that fast Its a great messaging app but the spped is really slow other than that its perfect ba50eCKJ,November 15 2016,4
My india For my country,November 15 2016,5
Nice Very good,November 15 2016,5
Tel! Super!,November 15 2016,5
Awesome Awesome,November 15 2016,5
Good Super,November 15 2016,5
Best Indian Messenger,November 15 2016,5
Nice Good super fast,November 15 2016,5
Nak Nachindi ra Baiiiiii,November 15 2016,5
Download it for india Jai hind!!!,November 15 2016,5
terbaik ermmmm,November 15 2016,5
My opinion I love and I like this app. Because only one reason. It's an Indian app. That's all.,November 15 2016,5
Waste,November 15 2016,1
Regin,November 15 2016,4
need voice & video calling...Firefox app  s40 & s60 version Call is a revolotionary idea.. & optimising it for slow data is another big challenge.. I want telegram to have calling feature..,November 15 2016,3
Over India .prasadreddy,November 15 2016,5
Good I loved it,November 15 2016,5
Super Venkat,November 15 2016,5
best i used to use,November 15 2016,4
Nice,November 15 2016,4
I think its Better than what's app,November 15 2016,5
Fast  nicelooks Ek no hai. Speed to whatup te bhi gacch hai. Bas pgone call na hoti,November 15 2016,4
video call plss,November 15 2016,5
Good But problem is secret chat does not hide chatting,November 15 2016,3
Very recomended app lov it...,November 15 2016,5
Sujay Please use made in india apps,November 15 2016,5
Very good app But the telegram developer should give the latest features to telegram from weekly update to telegram and give latest features to users what ever they have.make this app posh fresh and mostly flexible.,November 15 2016,4
Gud,November 15 2016,1
WWE MANI Super,November 15 2016,5
Not opening,November 15 2016,2
Great Superb .... :),November 15 2016,5
Super app,November 15 2016,5
still need to fix many bugs do it as faster as possible.,November 15 2016,5
Pundai Gomma,November 15 2016,4
Supperrrrrrrrrrr I love india mabe,November 15 2016,5
I don't get a message either a call to registrate,November 15 2016,1
Love Like,November 15 2016,5
Telegram Wow,November 15 2016,5
I loved it The best emojis and sticker,November 15 2016,5
"""""Because it's an indian app"""""""""""""""""""""""""""""""" Hey friends i want to share my views on this app that i love this app by many advanteges like we can share any things whithout any limits and we can also share apps on this app   the main reason for loving it is that it is an indian app and like all you india lover friends i also """"""""""""""""""""""""""""""""love my india""""""""""""""""""""""""""""""""#""""",November 15 2016,5
Nice telegram,November 15 2016,5
Very Nice,November 15 2016,5
Awesome Superb nice to use ! Better than WhatsApp,November 15 2016,4
Great messenger. When I opened this .It was great experience and nice to chat with frnds. It's a very good messenger .But one thing is absent in this app is that there is no calling facility.I hope company will give that facility.,November 15 2016,4
I think it loads more..You can make better improvement for it. Otherwise its nice.,November 15 2016,3
Need improvement Telegram need updates version like to do telegram call and video call. Good it's better to use,November 15 2016,5
Best messanger app Faster than others,November 15 2016,5
Love Gram is I love it,November 15 2016,5
Great The recent update kind of broke the LED indicator  but everything is perfect otherwise.,November 15 2016,4
Not multi functional Just for friendly chats,November 15 2016,2
INDIAN APP,November 15 2016,5
Nice... It is good but improvement is needed,November 15 2016,4
It's easy Nice to use  try it this app 😊,November 15 2016,5
Very good app,November 15 2016,5
Telegram messenger,November 15 2016,4
Nice Nice app,November 15 2016,5
Ram தமிழன்டா,November 15 2016,5
Good applications India meckig,November 15 2016,5
Awesome then Whatsapp!!😎 Telegram can send 50mb videos that is more then Whatsapp. Telegram also have calling function in it. I suggest that calling feature should in it that this will became great app ever.....I think u should add one new feature that we can keep GIF images as our profile picture!!! I think that will make the telegram app coolest app because still now no other app have that feature,November 15 2016,5
OK,November 15 2016,5
Easy to use. Same view when I change phones,November 15 2016,5
Raj Super,November 15 2016,4
What ever but whatsapp is best from this app,November 15 2016,3
Weds,November 15 2016,5
expecting video call everything is fine but we need video call so we will stop whtsp after getting video call on this..,November 15 2016,5
I like the app very much but..... Why cun't you introduce voice and video calls???? I want it to be the best in everyway. We want it to be much better  stylish and user friendly app than WhatsApp  Hike and other apps.The stickers are quite impressive.,November 15 2016,4
A super Love it,November 15 2016,5
Fast and easy to use,November 15 2016,5
Love it You must to try it,November 15 2016,5
Best for android abd games its fast share downliad vihan app,November 15 2016,5
Add an option of blocking☺,November 15 2016,1
The Kena koothikala naasama pongada,November 15 2016,1
Loved it super app Super,November 15 2016,5
Very nice,November 15 2016,5
Nice Suppers,November 15 2016,5
Nice aap,November 15 2016,5
Nice to one Nice,November 15 2016,4
Great app,November 15 2016,5
Best app Very easy and its work at iraq,November 15 2016,5
Kavya Kavya Life is short,November 15 2016,3
Very good app It is easy to use,November 15 2016,5
ya it's good fine,November 15 2016,5
So gud Vey gud for always,November 15 2016,5
Hi Semaaa,November 15 2016,5
Ok,November 15 2016,2
Good Ok,November 15 2016,1
I like it Hang,November 15 2016,1
Best,November 15 2016,3
Excellent Spr,November 15 2016,5
Telegram TeX,November 15 2016,5
Best One of the best,November 15 2016,5
Best app Telegram good applicaton of money,November 15 2016,5
Perfect,November 15 2016,5
Very good. .. Best messaging apps...,November 15 2016,4
I like this app,November 15 2016,5
Lovely Indian mail,November 15 2016,5
SREE Super combination,November 15 2016,5
Meena meenu Meena,November 15 2016,4
I am very happy bcs I am indian,November 15 2016,5
Ok Super,November 15 2016,4
Lol,November 15 2016,5
Good app,November 15 2016,5
Very nice Super to use so please install this app,November 15 2016,5
Ilove india Iam a indian.ilove indian app.but it is a wonder full app.,November 15 2016,5
Jai hind,November 15 2016,5
Hii Hii,November 14 2016,2
Logu,November 14 2016,5
swathi z,November 14 2016,5
Galaxy A5 Better than whatsapp,November 14 2016,5
